Cod_Loc,IdProvincia,IdDepartamento,categoria,provincia,localidad,nombre,direccion,CP,telefono,Mail,Web,Categoría,Provincia,Localidad,Nombre,Dirección,Teléfono
42021020,42,42021,Espacios de Exhibición Patrimonial,La Pampa,Santa Rosa,Museo Provincial De Artes,9 de Julio y Villegas,L6300AUG,427 332,sc_arteslapampa@cpenet.com.ar,www.lapampa.gov.ar/cultura,,,,,,
42021020,42,42021,Espacios de Exhibición Patrimonial,La Pampa,Santa Rosa,Museo Policial Crio General Alberto Dionisio Antonio,Avda. Belgrano Norte 140,L6300EMO,433 551,,,,,,,,
42140020,42,42140,Espacios de Exhibición Patrimonial,La Pampa,Toay,Museo Del Regimiento Nº 12,Av. Perón 8187,6303,498 253,,,,,,,,
42140020,42,42140,Espacios de Exhibición Patrimonial,La Pampa,Toay,Museo Histórico Teniente General Luis María Campos,Av. Perón 8187,6303,498 019,,,,,,,,
42140020,42,42140,Espacios de Exhibición Patrimonial,La Pampa,Toay,Museo Cívico-Militar Toay,Av. 9 de julio y Roque S. Peña,L6303AJE,381 996,,,,,,,,
42140020,42,42140,Espacios de Exhibición Patrimonial,La Pampa,Toay,Casa Museo Olga Orozco,Avda. Reg. 13 de Caballería N° 1102,L6303ACY,381 998,,,,,,,,
42147030,42,42147,Espacios de Exhibición Patrimonial,La Pampa,Trenel,Museo Histórico Casa De La Cultura,Leandro Alem 701,L6369BCI,499 120,,,,,,,,
42056060,42,42056,Espacios de Exhibición Patrimonial,La Pampa,Vertiz,Museo Municipal Del Centenario,"Malvinas Argentinas 418, 2 º",6365,493 039,,,,,,,,
42119060,42,42119,Espacios de Exhibición Patrimonial,La Pampa,Villa Mirasol,Museo Regional Rincón De Vida,Avda. San Martín 871,6315,493 031,bibmiras@cosypro.com.ar,,,,,,,
42035060,42,42035,Espacios de Exhibición Patrimonial,La Pampa,Winifreda,Museo De La Comunidad,Av. Roca y España,6313,497 103,,,,,,,,
42154020,42,42154,Espacios de Exhibición Patrimonial,La Pampa,Chacharramendi,Parador Histórico Pulperia De Chacharramendi,F. Seijo S/N,,491004,,,,,,,,
46007010,46,46007,Espacios de Exhibición Patrimonial,La Rioja,Aimogasta,Museo Regional,Luis Manzueto de Fuentes y 25 de Mayo,5310,420 115,,,,,,,,
46049050,46,46049,Espacios de Exhibición Patrimonial,La Rioja,Campanas,Museo Acnin,Barrio La Plaza,5361,,,,,,,,,
46035010,46,46035,Espacios de Exhibición Patrimonial,La Rioja,Chamical,Museo Municipal Prof. Rolando Hugo Reales,"Antigua Estación de Ferrocarril, 25 de Mayo S/N",5380,,,,,,,,,
46021040,46,46021,Espacios de Exhibición Patrimonial,La Rioja,Chuquis,Museo Histórico Castro Barros,Felipe Pelanda López S/N,5301,,,,,,,,,
46049070,46,46049,Espacios de Exhibición Patrimonial,La Rioja,Famatina,Museo Municipal De Famatina,Juan Facundo Quiroga S/N,5365,493 340,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Museo De Ciencias Naturales De La Universidad Nacional De La Rioja,René Favaloro y Carlos Saúl Menem S/N,5300,457 035,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Museo De Bellas Artes Octavio De La Colina,"Pasaje Diaguita 75, Barrio Centro",F5300GLA,433 695,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Museo Folklórico,Pelagio B. Luna 811,F5300EBQ,428 500,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Museo Arqueológico Regional Inca Huasi,Juan Bautista Alberdi 650,F5300EFN,427 310,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Museo De Arte Sacro,Peladio V. Luna 790,F5300EBP,453 335,,,,,,,,
46070010,46,46070,Espacios de Exhibición Patrimonial,La Rioja,Malanzán,Museo Arqueológico Virgen De Copacabana,Av. De Los Caudillos S/N,5389,490 450,,,,,,,,
46049090,46,46049,Espacios de Exhibición Patrimonial,La Rioja,Pituil,Museo Arqueológico,Calle Santo Domingo S/N,5361,484 029,,,,,,,,
46112010,46,46112,Espacios de Exhibición Patrimonial,La Rioja,Villa Chepes,Museo De Los Caudillos Ángel Nardillo,"9 de Julio, Esquina Sarmiento",F5471XBI,420 647,,,,,,,,
46098020,46,46098,Espacios de Exhibición Patrimonial,La Rioja,Villa San José,Museo Profesor Osmán Páez,Carlos Saúl Menem S/N,F5359XAN,,,,,,,,,
46126010,46,46126,Espacios de Exhibición Patrimonial,La Rioja,Villa Sanagasta,Museo Río De Piedra,"Ruta Nacional 75, Km 18",5301,433 410,,,,,,,,
46126010,46,46126,Espacios de Exhibición Patrimonial,La Rioja,Villa Sanagasta,Museo Municipal,Carlos Álvarez 348,5301,492 055,,,,,,,,
46014010,46,46014,Espacios de Exhibición Patrimonial,La Rioja,La Rioja,Archivo Histórico Casa De Joaquín Víctor González,Rivadavia 928,,,,,,,,,,
50021010,50,50021,Espacios de Exhibición Patrimonial,Mendoza,Godoy Cruz,Museo “Alguacil Mayor Capitán Don Gaspar Miguel Ruiz de Rojas”,Lavalle 88,,4225454,,,,,,,,
50021010,50,50021,Espacios de Exhibición Patrimonial,Mendoza,Godoy Cruz,Museo  Ferroviario de Godoy Cruz,Panamericana y Av del Trabajo,,4133127,,,,,,,,
50056110,50,50056,Espacios de Exhibición Patrimonial,Mendoza,al Norte de Ingeniero Gustavo Andre,Museo De Las Lagunas Del Rosario,Pueblo de Asunción (Construcción Anexa a La Capilla Vieja),5533,,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Capital,Museo De Ciencias Naturales José Lorca,Avda. San Francisco de Asís S/N Parque San Martín,5500,428 5889,liceoagricola@hotmail.com,,,,,,,
50063090,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Carrodilla,Museo Parroquial Iglesia De La Carrodilla,San Martín y Carrodilla,5505,436 1667,,,,,,,,
50063090,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Chacras de Coria,Colección Entomológica Cátedra De Zoología Agrícola - Uncuyo,Almirante Brown 500,M5528AHA,413 5010 INT. 1203,,,,,,,,
50091020,50,50091,Espacios de Exhibición Patrimonial,Mendoza,Chilecito,"Museo De Chilecito, Molino San Francisco",Jamín Ocampo 50,F5360DOB,,,,,,,,,
50091020,50,50091,Espacios de Exhibición Patrimonial,Mendoza,Chilecito,Museo Cable Carril Dr. Santiago Bazán,Estación Ferrocarril,5360,,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Ciudad,Museo Profesor Lorca,Boulogne Sur Mer 2136,M5500CAW,423 4400,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Ciudad,Museo Nacional Del Vino Y La Vendimia,Ozamis 924,M5515ECT,497 7763,,,,,,,,
50063090,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Coquimbito,Museo Del Vino San Felipe,Montecaseros 2625,5513,497 2013,,,,,,,,
50105210,50,50105,Espacios de Exhibición Patrimonial,Mendoza,Cuadro Nacional,Museo Histórico Militar San Rafael,Av. Mitre 5500,5607,442 197,,,,,,,,
50014030,50,50014,Espacios de Exhibición Patrimonial,Mendoza,General Alvear,Museo Municipal De Historia Natural Dr. Salvador Calafat,San Rafael 48,M5620HFB,422 100,museoga@yahoo.com.ar,,,,,,,
50035020,50,50035,Espacios de Exhibición Patrimonial,Mendoza,Junín,Museo Municipal De Arte Ángel María De Rosa,Roque Sáenz Peña 141,6000,443 047,cultura@junin.gov.ar,,,,,,,
50035020,50,50035,Espacios de Exhibición Patrimonial,Mendoza,Junín,Museo Histórico De Junín,Newbwry y Quintana,6000,431 387,cultura@junin.gov.ar,,,,,,,
50063070,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Las Compuertas,Museo Ferroviario Alejandrino Alfonso,Estación Blanco Encalada,5549,490 1006,,,,,,,,
50049050,50,50049,Espacios de Exhibición Patrimonial,Mendoza,Las Heras,Museo De La Iv Brigada Aérea Mayor D. Jorge Osvaldo García,IV Brigada Aérea,5539,487 128,,,,,,,,
50049050,50,50049,Espacios de Exhibición Patrimonial,Mendoza,Las Heras,Museo Histórico Las Heras,San Martín y Antiguos Pobladores,,497 6427,,,,,,,,
50063090,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Lujan de Cuyo,Museo Regional Y Americanista,Roque Sáenz Peña 1000,5507,981 518,cultura@lujandecuyo.gov.ar,,,,,,,
50070060,50,50070,Espacios de Exhibición Patrimonial,Mendoza,Maipú,Museo Municipal Kakel Huincul,Belgrano 349,B7160AIG,430 152,culturamaipu@infovia.com.ar,,,,,,,
50070060,50,50070,Espacios de Exhibición Patrimonial,Mendoza,Maipú,"Solar Histórico Casa De Ozamis, Museo Histórico Departamental Y Arqueológico Carlos Rusconi",Vergara 88,M5515FHB,497 3713,,,,,,,,
50077040,50,50077,Espacios de Exhibición Patrimonial,Mendoza,Malargüe,Museo Institucional Y De Ciencias Naturales De Valle De Las Leñas,Complejo Valle de Las Leñas,5613,471 100 INT. 51,,,,,,,,
50077040,50,50077,Espacios de Exhibición Patrimonial,Mendoza,Malargüe,Museo Regional De Malargüe,Estancia Cañada Colorada - Ruta Nac. N° 40 (Norte) Km 327,M5613XDG,470 154,,,,,,,,
50063090,50,50063,Espacios de Exhibición Patrimonial,Mendoza,Mayor Drummond,Museo Provincial De Bellas Artes Emiliano Guiñazú - Casa De Fader,San Martín 3651,M5508EVU,496 0224,museodebellasartes@mendoza.gov.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Popular Callejero,Av. Las Heras entre 25 de Mayo y Perú,M5500GML,,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo De La Facultad De Filosofía Y Letras Prof. Salvador Canals Frau,"Facultad de Filosofía y Letras, 1° Subsuelo, Centro Universitario, Parque Gral. San Martín Uncuyo",5500,413 5004 INT. 2227,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Histórico General San Martín,Remedios Escalada de San Martín 1843,M5500ADC,425 7947,museohistoricogeneralsanmartin@hotmail.com,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Municipal De Arte Moderno,"Plaza Independencia, Subsuelo",5500,425 7279,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo De Ciencias Naturales Y Antropológicas Juan Cornelio Moyano,"Av. de las Tipas y Prado Español S/N, Parque Gral. San Martín",5500,428 7666,museomoyano@mendoza.gov.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,"Museo Histórico Policial Alguacil Mayor, Capitán Dn. Gaspar Miguel Ruiz De Rojas",Salta 672,M5500ASD,449 9038,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Del Pasado Cuyano Dr. Edmundo Correas,Montevideo 544,M5500GGL,423 6031,juntamendoza@hotmail.com.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Primer Museo Argentino De Motos Antiguas Luis Paludetti,San Juan 646,M5500AFN,429 1469,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Del Área Fundacional,Plaza Pedro Castillo entre Alberdi y Beltrán,5500,425 6927,museofun@nysnet.com.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Museo Universitario De Arte,Centro Universitario - Universidad Nacional de Cuyo Mendoza Uncuyo,5500,449 4027,mua@faduncu.edu.ar,,,,,,,
50098100,50,50098,Espacios de Exhibición Patrimonial,Mendoza,Palmira,Museo Rauzi,Belgrano 145,M5584APC,462 068,,,,,,,,
50028020,50,50028,Espacios de Exhibición Patrimonial,Mendoza,Pedro Molina,Museo Municipal Casa Molina,Paroisien 747,5500,445 4265,,,,,,,,
50070070,50,50070,Espacios de Exhibición Patrimonial,Mendoza,Rodeo del Medio,Museo De La Enología - Bodegas Don Bosco,Ruta Provincial 50 N° 6722,5529,465 1120,,,,,,,,
50049110,50,50049,Espacios de Exhibición Patrimonial,Mendoza,San Alberto - Uspallata,Museo De Las Bóvedas De Uspallata,Ruta 39 Km 12,M5545XAC,430 9300,,,,,,,,
50098100,50,50098,Espacios de Exhibición Patrimonial,Mendoza,San Martín,Museo Histórico De San Martin,Frente a la Plaza Principal,5755,,,,,,,,,
50098100,50,50098,Espacios de Exhibición Patrimonial,Mendoza,San Martín,Museo Histórico Municipal Las Bóvedas,Pirovano y Godoy Cruz,M5570BEB,20202,,,,,,,,
50105210,50,50105,Espacios de Exhibición Patrimonial,Mendoza,San Rafael,Casa-Museo De Elena Y Fausto Burgos,Saavedra y Chile,M5602AYB,421 382,fundacioncasaburgos@gmail.com,,,,,,,
50105210,50,50105,Espacios de Exhibición Patrimonial,Mendoza,San Rafael,Museo De Bellas Artes De San Rafael (Biblioteca Pública Mariano Moreno),Bernardo de Irigoyen 148,M5600APD,21735,,,,,,,,
50105210,50,50105,Espacios de Exhibición Patrimonial,Mendoza,San Rafael,Muestra Integral Del Pasado Histórico De San Rafael,25 de Mayo 250,M5602CLF,422 121 INT. 367,,,,,,,,
50105210,50,50105,Espacios de Exhibición Patrimonial,Mendoza,San Rafael,Museo Municipal De Historia Natural De San Rafael,Parque Mariano Moreno,5600,,,,,,,,,
50105220,50,50105,Espacios de Exhibición Patrimonial,Mendoza,Villa 25 de Mayo,Museo Histórico Cultural Y Centro De Artes Narciso Sosa Morales,Las Heras 152,5600,,,,,,,,,
50091030,50,50091,Espacios de Exhibición Patrimonial,Mendoza,Villa San Carlos,Museo Histórico Regional Fuerte De San Carlos,Lencinas y el Fuerte,5863,451 002,,,,,,,,
50056160,50,50056,Espacios de Exhibición Patrimonial,Mendoza,Villa Tulumaya,Museo Histórico Y Natural De Lavalle,Belgrano 62,M5533XAZ,941 050,,,,,,,,
50028020,50,50028,Espacios de Exhibición Patrimonial,Mendoza,Villanueva,Museo Scout Mendoza Hno. Gris Cayetano Ponso,Lateral Acceso Este 4500,M5521ABQ,452 0996,,,,,,,,
50063050,50,50063,Espacios de Exhibición Patrimonial,Mendoza,El Carrizal,Centro De Interpretación Ambiental Colonia El Carrizal,,,4 203762,ceniamuseocarrizal@gmail.com,,,,,,,
50049050,50,50049,Espacios de Exhibición Patrimonial,Mendoza,El Plumerillo,Campo Histórico El Plumerillo,Independencia y Moyano,5539,,turismolasheras@hotmail.com,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Centro De Investigaciones Ruinas De San Francisco,Ituzaingó y Cnel. Beltrán,5500,256927,hchiavazza@gmail.com,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Galería Diagonal,Olascoaga 1778,5500,,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Iglesia De La Merced,Montecaseros 1774,5500,,estudio7integral@hotmail.com,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Galería Histórica Escolástica I. De Pescara,Córdoba 249,5500,232391,direccion@salesianos.org.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Jardín Zoológico De Mendoza,Av. del Libertador S/N,5500,4205052,zoologico@mendoza.gov.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,"Espacio Contemporáneo De Arte, Eca",9 de Julio y Gutiérrez,5500,4290117,ecamendoza@mendoza.gov.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Mercado Artesanal De Mendoza,Av San Martin 1133,5500,4204239,luismarias@ciudad.com.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Espacio De Arte Utn,Rodríguez Cnel. 273,5500,239119 int. 147,espaciodearte@frm.utn.edu.ar,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Enoteca De Las Artes,Av Peltier 611,5500,492112 int. 220261,,,,,,,,
50007010,50,50007,Espacios de Exhibición Patrimonial,Mendoza,Mendoza,Ed Espacio De Arte Y Diseño Contemporáneos,Moyano 139,5501,243535,edcontemporaneo@gmail.com,,,,,,,
50119060,50,50119,Espacios de Exhibición Patrimonial,Mendoza,Tunuyán,Espacio Kilka,,,429500,,,,,,,,
50028020,50,50028,Espacios de Exhibición Patrimonial,Mendoza,Villanueva,Salas De Arte Libertad,Paseo Libertad 466,,421968,salasdeartelibertad@yahoo.com.ar,,,,,,,
50028020,50,50028,Espacios de Exhibición Patrimonial,Mendoza,Guaymallén,Espacio Cultural Julio Le Parc,Av. Mitre 1353,,,,www.espacioleparc.com,,,,,,
54119060,54,54119,Espacios de Exhibición Patrimonial,Misiones,25 de Mayo,Museo Paula Florido,Calle 27 N° 761,B6660DIO,,,,,,,,,
54007010,54,54007,Espacios de Exhibición Patrimonial,Misiones,Apóstoles,Museo Y Centro Cultural Ucraniano,"General Paz, entre Suipacha y Tarás Schevchenko, Frente a la plaza General Belgrano",3350,422 501,,,,,,,,
54007010,54,54007,Espacios de Exhibición Patrimonial,Misiones,Apóstoles,Museo Y Archivo Histórico Padre Diego De Alfaro,Belgrano 845,N3350ASQ,423 040,,,,,,,,
54007010,54,54007,Espacios de Exhibición Patrimonial,Misiones,Apóstoles,Museo Histórico Juan Szychowsky,Establecimiento yerbatero La Cachuera Lote 280,3350,422 443,,,,,,,,
54014010,54,54014,Espacios de Exhibición Patrimonial,Misiones,Aristóbulo del Valle,Museo De Esculturas Al Aire Libre,"Avda. De las Américas S/N, entre Rutas 14 y 7",3364,470 466,,,,,,,,
54077010,54,54077,Espacios de Exhibición Patrimonial,Misiones,Capiovi,Museo Casa De Los Abuelos,José Manuel Estrada y Av. De los Próceres,3332,493 003,,,,,,,,
54042020,54,54042,Espacios de Exhibición Patrimonial,Misiones,El Dorado,Museo Cooperativo,Av. San Martín Este 1879- Km 9,N3380ABF,421 963,,,,,,,,
54042020,54,54042,Espacios de Exhibición Patrimonial,Misiones,El Dorado,Museo Municipal Casa De Adolfo Julio Schwelm,Avda. San Martín Km 1,N3380AAA,421 152,,,,,,,,
54070070,54,54070,Espacios de Exhibición Patrimonial,Misiones,Leandro N Alem,Museo De La Escultura En Madera Fabriciano Gómez Y Humberto Gómez Lollo,Sarmiento S/N y 9 de Julio,3315,421 174,,,,,,,,
54070070,54,54070,Espacios de Exhibición Patrimonial,Misiones,Leandro N Alem,Museo Pedro Faryluk- Colección De Carruajes Y Automóviles Antiguos,9 de Julio 1250,N3315AFZ,420 858,,,,,,,,
54084030,54,54084,Espacios de Exhibición Patrimonial,Misiones,Montecarlo,Museo Del Agricultor,Av. el Libertador y Facundo Quiroga,3384,480 582,,,,,,,,
54084030,54,54084,Espacios de Exhibición Patrimonial,Misiones,Montecarlo,Museo Huellas Del Pasado,Ayacucho S/N,3384,480 287,,,,,,,,
54084030,54,54084,Espacios de Exhibición Patrimonial,Misiones,Montecarlo,Museo Histórico Arqueológico,Mariano Moreno 66,N3384EBB,,,,,,,,,
54091080,54,54091,Espacios de Exhibición Patrimonial,Misiones,Oberá,Museo De Ciencias Naturales,Ucrania 1050 - Parque de las Naciones,N3361DWX,406 847,,,,,,,,
54091080,54,54091,Espacios de Exhibición Patrimonial,Misiones,Oberá,Museo Histórico Y Archivo De La Municipalidad De Oberá,Ucrania 1050 - Parque de las Naciones,N3361DWX,406 847,,,,,,,,
54028030,54,54028,Espacios de Exhibición Patrimonial,Misiones,Posadas,Museo Histórico Policial,Tucumán 380,N3300BRB,447 672,,,,,,,,
54028030,54,54028,Espacios de Exhibición Patrimonial,Misiones,Posadas,Museo Provincial De Bellas Artes Juan Yaparí,Sarmiento 319,3300,444 7616,museojuanyapari@yahoo.com.ar,,,,,,,
54028030,54,54028,Espacios de Exhibición Patrimonial,Misiones,Posadas,Museo Regional Aníbal Cambas,"Alberdi 600, Parque República del Paraguay",N3300LWB,422 860,,,,,,,,
54028030,54,54028,Espacios de Exhibición Patrimonial,Misiones,Posadas,Museo Municipal De Bellas Artes Lucas Braulio Areco,Rivadavia 1846,N3300LDN,449 074,munibellartes@mixmail.com,,,,,,,
54028030,54,54028,Espacios de Exhibición Patrimonial,Misiones,Posadas,Museo Histórico-Arqueológico Andrés Guacurarí,General Paz 1865,N3300KMM,437 373,,,,,,,,
54063010,54,54063,Espacios de Exhibición Patrimonial,Misiones,Puerto Esperanza,Museo Arqueológico Regional De Las Tierras Bajas,Formosa 577,N3378BLK,,,,,,,,,
54063030,54,54063,Espacios de Exhibición Patrimonial,Misiones,Puerto Iguazú,Museo Trinchera Mborore De Iguazú,Av. San Martín 615,3370,420 147,,,,,,,,
54063030,54,54063,Espacios de Exhibición Patrimonial,Misiones,Puerto Iguazú,Museo Imágenes De La Selva,"Guatambú 184, esquina Los Cedros",N3370DPD,420 147,,,,,,,,
54063020,54,54063,Espacios de Exhibición Patrimonial,Misiones,Puerto Libertad,Museo Regional Puerto Bemberg,Lisandro de la Torre S/N,3374,496 051,,,,,,,,
54077060,54,54077,Espacios de Exhibición Patrimonial,Misiones,Puerto Rico,Museo Raíces,Avda. San Martín 1450,N3334AUO,420 020,,,,,,,,
54098110,54,54098,Espacios de Exhibición Patrimonial,Misiones,San Ignacio,Museo Casa De Horacio Quiroga,"Lote 55 Subdivisión de la Frac. ""A"" Lote Agrícola 24 - Colonia San Ignacio",3322,470 124,,,,,,,,
54098110,54,54098,Espacios de Exhibición Patrimonial,Misiones,San Ignacio,Museo De Sitio Ruinas De San Ignacio,Ruinas Jesuíticas de la Misión de San Ignacio Miní,3322,470 186,,,,,,,,
54098110,54,54098,Espacios de Exhibición Patrimonial,Misiones,San Ignacio,Museo Provincial Miguel Nadasdy,Sarmiento 557,N3322AQF,470 130,isevi@misiones.gov.ar,www.misiones.gov.ar,,,,,,
54098110,54,54098,Espacios de Exhibición Patrimonial,Misiones,San Ignacio,Centro De Interpretación Recreativo,Alberdi 437,N3322AAI,470 186,isevi@misiones.gov.ar,www.misiones.gov.ar,,,,,,
54007060,54,54007,Espacios de Exhibición Patrimonial,Misiones,San José,Museo Provincial San Ignacio De Loyola,Av. 9 de Julio 703,N3307ABM,492 132,,,,,,,,
54056030,54,54056,Espacios de Exhibición Patrimonial,Misiones,San Vicente,Museo Y Archivo Histórico Regional De La Comuna De San Vicente,Libertad y Avellaneda,2447,470 322,,,,,,,,
54056030,54,54056,Espacios de Exhibición Patrimonial,Misiones,San Vicente,Museo Histórico Provincial 17 De Octubre Quinta San Vicente,Lavalle y Eva Perón,1865,482 509,,,,,,,,
58077010,58,58077,Espacios de Exhibición Patrimonial,Neuquén ,Andacollo,"Museo Municipal, Recuerdos Del Alma",Nahueve S/N y Jaime de Nevares,Q8354ANG,494 205,,,,,,,,
58014010,58,58014,Espacios de Exhibición Patrimonial,Neuquén ,Añelo,Museo Esteban Guerrero,Calle 5 Esquina Calle 13,8305,,,,,,,,,
58014010,58,58014,Espacios de Exhibición Patrimonial,Neuquén ,Añelo,Museo De Sitio De Añelo,Tierras de la Agrupación Mapuche Los Painemil (A 4 Km de Añelo),8305,447 6526,,,,,,,,
58035030,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Centenario,Museo Y Archivo Histórico Municipal,Islas Malvinas y Don Bosco,8308,489 1116 INT. 157,,,,,,,,
58042010,58,58042,Espacios de Exhibición Patrimonial,Neuquén ,Chos Malal,Museo Coronel Manuel José Olascoaga,San Martín y 25 de Mayo,Q8353AAN,421 049,,,,,,,,
58112020,58,58112,Espacios de Exhibición Patrimonial,Neuquén ,Covunco,Museo Histórico Del Regimiento De Infantería De Montaña Nº 10,"Regimiento de Montaña 10, a 1 Km de la Localidad de Mariano Moreno",Q8340XAI,490 139,,,,,,,,
58077020,58,58077,Espacios de Exhibición Patrimonial,Neuquén ,Huingan-Co,Museo Del Árbol Y La Madera,Avda. Temistocles Figueroa S/N,8353,499 101,,,,,,,,
58077020,58,58077,Espacios de Exhibición Patrimonial,Neuquén ,Huingan-Có,Museo El Minero,Trapiches S/N,8353,499 101,,,,,,,,
58077020,58,58077,Espacios de Exhibición Patrimonial,Neuquén ,Huingan-Có,Museo Regional Puesto Pedro Olave,Los Abedules S/N,8353,499 101,,,,,,,,
58049010,58,58049,Espacios de Exhibición Patrimonial,Neuquén ,Junín de Los Andes,Museo Histórico De Don Moisés Roca Jalil,Cnel. Suárez y San Martín,Q8371DLF,491 153,,,,,,,,
58049010,58,58049,Espacios de Exhibición Patrimonial,Neuquén ,Junín de Los Andes,Museo Mapuche,Ginés Ponte 570,Q8371CPN,491 142,,,,,,,,
58035060,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,"Lago Barreales, cerca de Mari Menuco",Museo De Geología Y Paleontología De La Universidad Nacional Del Comahue Y Del Proyecto Dino,"Av. Megaraptor 1450, Ruta Provincial 51, Km 65",8305,,,,,,,,,
58105030,58,58105,Espacios de Exhibición Patrimonial,Neuquén ,Las Lajas,"Museo Histórico, Regional Y Paleontológico Emilia Ondetti De Fix",Avda. del Trabajo S/N y Acceso Avda. San Martín,8347,499 059,,,,,,,,
58035070,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Neuquén,Museo Y Archivo Histórico Policial De La Provincia Del Neuquén,Montevideo 50,Q8300LTB,443 3168,,,,,,,,
58035070,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Neuquén,Museo Nacional De Bellas Artes - Neuquén,Calle Mitre y Santa Cruz - Parque Central,Q8300KWH,443 6268,,,,,,,,
58035070,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Neuquén,Museo Municipal Dr. Gregorio Álvarez,"San Martín 280, Parque Central",Q8300GXF,449 1200 INT. 4392,,,,,,,,
58035070,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Neuquén,Museo De La Ciudad Paraje Confluencia,Independencia y Pasaje Héroes de Malvinas - Parque Central,8300,15 5553 082,,,,,,,,
58098010,58,58098,Espacios de Exhibición Patrimonial,Neuquén ,Paso Aguerre,Museo Soldado Águila,,Q8313XAF,489 506,,,,,,,,
58028010,58,58028,Espacios de Exhibición Patrimonial,Neuquén ,Piedra del Aguila,Museo Municipal Piedra Del Águila,Los Cerritos S/N - Ruta 237 (Km 600),8315,493 526,,,,,,,,
58035090,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Plaza Huincul,Museo Carmen Funes,Córdoba 55,Q8318EBA,496 5486,coriarod@neunet.com.ar,,,,,,,
58035100,58,58035,Espacios de Exhibición Patrimonial,Neuquén ,Plottier,Museo De La Ciudad,Libertad y Pasaje Viejo Molino,8316,493 6134,,,,,,,,
58091040,58,58091,Espacios de Exhibición Patrimonial,Neuquén ,Rincón de Los Sauces,Museo Municipal Argentino Urquiza,Jujuy y Chaco,8319,488 6021,,,,,,,,
58056010,58,58056,Espacios de Exhibición Patrimonial,Neuquén ,San Martín de Los Andes,Museo Municipal Primeros Pobladores,Juan Manuel de Rosas 775,Q8370DIA,428 676,,,,,,,,
58056010,58,58056,Espacios de Exhibición Patrimonial,Neuquén ,San Martín de Los Andes,"La Pastera, Museo Del Che",Rudesindo Roca y Sarmiento,Q8370EDR,411 994,,,,,,,,
58056010,58,58056,Espacios de Exhibición Patrimonial,Neuquén ,San Martín de Los Andes,Museo Celección Georg,Casa Las Frutillas 198,Q8370BID,425 557,,,,,,,,
